index,participants,hypernym,hyponym,word,words_excluded,id,full_list,clean_list,label,word_spec_map
2556,1G_21,"notte, buio, paura, sentimento",,sogno,"notte, buio, paura, sentimento",2556_1G_21,['notte' 'buio' 'paura' 'sentimento' 'sogno'],['sogno'],['O' 'O' 'O' 'O' 'B-'],
1940,2F_6,,cervello,mente,cervello,1940_2F_6,[' mente' 'cervello'],[' mente'],['B-' 'O'],
863,2E_17,"emozione, benevole",fraterno,affetto,benevole,863_2E_17,['emozione' 'benevole' 'affetto' 'fraterno'],['emozione' 'affetto' 'fraterno'],['B-' 'O' 'B-' 'B-'],
471,2F_20,veicolo,"lamborghini, ferrari, fiat",automobile,"ferrari, fiat",471_2F_20,['veicolo' 'automobile' 'lamborghini' 'ferrari' 'fiat'],['veicolo' 'automobile' 'lamborghini'],['B-' 'B-' 'B-' 'O' 'O'],
2411,2F_21,sentimento,,rabbia,,2411_2F_21,['sentimento' 'rabbia'],['sentimento' 'rabbia'],['B-' 'B-'],
1790,2E_1,"studi, salva, cura, lavoro, persona",medicine,medico,"studi, salva, cura, persona, medicine",1790_2E_1,['studi' 'salva' 'cura' 'lavoro' 'persona' 'medico' 'medicine'],['lavoro' 'medico'],['O' 'O' 'O' 'B-' 'O' 'B-' 'O'],
888,2E_18,"lavoro, occupazione, entità","di un bambino, bambino di colore, yahya",badante,"di un bambino, bambino di colore, yahya",888_2E_18,"['lavoro' 'occupazione' 'entità' 'badante' 'badante di un bambino'
 'bambino di colore' 'yahya']",['lavoro' 'occupazione' 'entità' 'badante'],['B-' 'B-' 'B-' 'B-' 'O' 'O' 'O'],di un bambino|||badante di un bambino___
2019,2F_18,"cervello, testa, corpo",controllo della mente,mente,"cervello, testa, corpo, controllo della mente",2019_2F_18,['cervello' 'testa' 'corpo' 'mente' 'controllo della mente'],['mente'],['O' 'O' 'O' 'B-' 'O'],
2839,3C_10,,"orologio, oggetto",tempo,"orologio, oggetto",2839_3C_10,[' tempo' 'orologio' 'oggetto'],[' tempo'],['B-' 'O' 'O'],
420,5B_9,"lavoro, ruolo, occupazione",per anziani,badante,ruolo,420_5B_9,['lavoro' 'ruolo' 'occupazione' 'badante' 'badante per anziani'],['lavoro' 'occupazione' 'badante' 'badante per anziani'],['B-' 'O' 'B-' 'B-' 'B-'],per anziani|||badante per anziani___
2974,2E_5,"dolce, cibo","cioccolato, fragola",torta,fragola,2974_2E_5,['dolce' 'cibo' 'torta' 'cioccolato' 'fragola'],['dolce' 'cibo' 'torta' 'cioccolato'],['B-' 'B-' 'B-' 'B-' 'O'],
2438,3B_22,emozione,,rabbia,,2438_3B_22,['emozione' 'rabbia'],['emozione' 'rabbia'],['B-' 'B-'],
1591,1G_5,"emozione, sentimento",,libertà,"emozione, sentimento",1591_1G_5,['emozione' 'sentimento' 'libertà'],['libertà'],['O' 'O' 'B-'],
2803,2F_25,accessorio,"secondo, minuto, ora",tempo,"accessorio, minuto, ora",2803_2F_25,['accessorio' 'tempo' 'secondo' 'minuto' 'ora'],['tempo' 'secondo'],['O' 'B-' 'B-' 'O' 'O'],
2587,2E_5,"pensare, immaginare",immaginazione,sogno,"immaginare, immaginazione",2587_2E_5,['pensare' 'immaginare' 'sogno' 'immaginazione'],['pensare' 'sogno'],['B-' 'O' 'B-' 'O'],
1071,3B_14,"oggetto, utensile, tipo di plastica",peluche,giocattolo,"utensile, tipo di plastica",1071_3B_14,['oggetto' 'utensile' 'tipo di plastica' 'giocattolo' 'peluche'],['oggetto' 'giocattolo' 'peluche'],['B-' 'O' 'O' 'B-' 'B-'],
2429,3B_14,sensazione,,rabbia,,2429_3B_14,['sensazione' 'rabbia'],['sensazione' 'rabbia'],['B-' 'B-'],
2838,3C_1,denaro,"ora, minuto, secondo",tempo,"denaro, minuto, secondo",2838_3C_1,['denaro' 'tempo' 'ora' 'minuto' 'secondo'],['tempo' 'ora'],['O' 'B-' 'B-' 'O' 'O'],
10,1G_2,"emozione, sentimento, pensiero",,gioia,"sentimento, pensiero",10_1G_2,['emozione' 'sentimento' 'pensiero' 'gioia'],['emozione' 'gioia'],['B-' 'O' 'O' 'B-'],
2218,2F_25,"emozione, sentimento",felicità,gioia,"sentimento, felicità",2218_2F_25,['emozione' 'sentimento' 'gioia' 'felicità'],['emozione' 'gioia'],['B-' 'O' 'B-' 'O'],
2221,2F_25,"lavoro, persona, essere vivente, entità","di lettere, italiano, grammatica",insegnante,"persona, essere vivente",2221_2F_25,"['lavoro' 'persona' 'essere vivente' 'entità' 'insegnante'
 'insegnante di lettere' 'italiano' 'grammatica']","['lavoro' 'entità' 'insegnante' 'insegnante di lettere' 'italiano'
 'grammatica']",['B-' 'O' 'O' 'B-' 'B-' 'B-' 'B-' 'B-'],di lettere|||insegnante di lettere___
1097,3C_6,"cosa derivante dal subconscio, cosa astratta","felice, di un arcobaleno, colori",sogno,"di un arcobaleno, colori",1097_3C_6,"['cosa derivante dal subconscio' 'cosa astratta' 'sogno' 'felice'
 'felice di un arcobaleno' 'colori']",['cosa derivante dal subconscio' 'cosa astratta' 'sogno' 'felice'],['B-' 'B-' 'B-' 'B-' 'O' 'O'],di un arcobaleno|||felice di un arcobaleno___
359,5B_5,"nome astratto, cosa",,rabbia,cosa,359_5B_5,['nome astratto' 'cosa' 'rabbia'],['nome astratto' 'rabbia'],['B-' 'O' 'B-'],
2601,2F_18,sentimento,"desiderio, incubo",sogno,"sentimento, desiderio",2601_2F_18,['sentimento' 'sogno' 'desiderio' 'incubo'],['sogno' 'incubo'],['O' 'B-' 'O' 'B-'],
496,3B_2,"macchina, oggetto",,automobile,macchina,496_3B_2,['macchina' 'oggetto' 'automobile'],['oggetto' 'automobile'],['O' 'B-' 'B-'],
1544,5D_4,"essere umano, essere vivente, professoressa, maestra",mestiere,insegnante,"professoressa, maestra, mestiere",1544_5D_4,"['essere umano' 'essere vivente' 'professoressa' 'maestra' 'insegnante'
 'mestiere']",['essere umano' 'essere vivente' 'insegnante'],['B-' 'B-' 'O' 'O' 'B-' 'O'],
3078,5D_10,alimento,"tenerina, cheesecake",torta,cheesecake,3078_5D_10,['alimento' 'torta' 'tenerina' 'cheesecake'],['alimento' 'torta' 'tenerina'],['B-' 'B-' 'B-' 'O'],
2712,5D_8,desiderio,"incubo, sogno bello",sogno,"desiderio, sogno bello",2712_5D_8,['desiderio' 'sogno' 'incubo' 'sogno bello'],['sogno' 'incubo'],['O' 'B-' 'B-' 'O'],
3072,5B_5,cosa da mangiare,cheesecake,torta,,3072_5B_5,['cosa da mangiare' 'torta' 'cheesecake'],['cosa da mangiare' 'torta' 'cheesecake'],['B-' 'B-' 'B-'],
2245,2F_27,"mestiere, persona, mammifero, essere vivente, entità",di scienze,insegnante,"persona, mammifero, essere vivente",2245_2F_27,"['mestiere' 'persona' 'mammifero' 'essere vivente' 'entità' 'insegnante'
 'insegnante di scienze']",['mestiere' 'entità' 'insegnante' 'insegnante di scienze'],['B-' 'O' 'O' 'O' 'B-' 'B-' 'B-'],di scienze|||insegnante di scienze___
84,2F_20,"emozione, felice","amore, gentile, generosi",affetto,"felice, gentile, generosi",84_2F_20,['emozione' 'felice' 'affetto' 'amore' 'gentile' 'generosi'],['emozione' 'affetto' 'amore'],['B-' 'O' 'B-' 'B-' 'O' 'O'],
1947,1D_18,testa,pensiero,mente,"testa, pensiero",1947_1D_18,['testa' 'mente' 'pensiero'],['mente'],['O' 'B-' 'O'],
280,1G_23,"sentimento positivo, sentimento, concetto astratto",di voto,libertà,"sentimento positivo, sentimento",280_1G_23,"['sentimento positivo' 'sentimento' 'concetto astratto' 'libertà'
 'libertà di voto']",['concetto astratto' 'libertà' 'libertà di voto'],['O' 'O' 'B-' 'B-' 'B-'],di voto|||libertà di voto___
493,3B_17,"autista, lavoro, soldi, guadagno","ruote, gomma",automobile,"autista, lavoro, soldi, guadagno, ruote, gomma",493_3B_17,['autista' 'lavoro' 'soldi' 'guadagno' 'automobile' 'ruote' 'gomma'],['automobile'],['O' 'O' 'O' 'O' 'B-' 'O' 'O'],
2087,5B_1,"parte del corpo, organo","cervello, centralina di controllo, nucleo",mente,"parte del corpo, organo, cervello, centralina di controllo, nucleo",2087_5B_1,"['parte del corpo' 'organo' 'mente' 'cervello' 'centralina di controllo'
 'nucleo']",['mente'],['O' 'O' 'B-' 'O' 'O' 'O'],
2354,1G_14,emozione,furia,rabbia,,2354_1G_14,['emozione' 'rabbia' 'furia'],['emozione' 'rabbia' 'furia'],['B-' 'B-' 'B-'],
2746,1G_18,durata,secondo,tempo,,2746_1G_18,['durata' 'tempo' 'secondo'],['durata' 'tempo' 'secondo'],['B-' 'B-' 'B-'],
2956,2E_12,"dolce, cibo",cheesecake,torta,,2956_2E_12,['dolce' 'cibo' 'torta' 'cheesecake'],['dolce' 'cibo' 'torta' 'cheesecake'],['B-' 'B-' 'B-' 'B-'],
317,3C_1,"adulto, persona, essere umano","taxista, soldi, lavoro",autista,"soldi, lavoro",317_3C_1,['adulto' 'persona' 'essere umano' 'autista' 'taxista' 'soldi' 'lavoro'],['adulto' 'persona' 'essere umano' 'autista' 'taxista'],['B-' 'B-' 'B-' 'B-' 'B-' 'O' 'O'],
2932,1G_11,"alimento, cibo, oggetto, essere non vivente","torta al cioccolato, tenerina",torta,,2932_1G_11,"['alimento' 'cibo' 'oggetto' 'essere non vivente' 'torta'
 'torta al cioccolato' 'tenerina']","['alimento' 'cibo' 'oggetto' 'essere non vivente' 'torta'
 'torta al cioccolato' 'tenerina']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],
255,2E_24,"mammifero, persona, essere vivente","bus, auto",autista,"persona, auto",255_2E_24,['mammifero' 'persona' 'essere vivente' 'autista' 'bus' 'auto'],['mammifero' 'essere vivente' 'autista' 'bus'],['B-' 'O' 'B-' 'B-' 'B-' 'O'],
1941,2F_6,dolce,cocco,torta,,1941_2F_6,['dolce' 'torta' 'cocco'],['dolce' 'torta' 'cocco'],['B-' 'B-' 'B-'],
742,2E_9,"sentimento, emozione, stato d'animo, cosa astratta","di morire, di morire ucciso, di morire ucciso da qualcosa",paura,"emozione, stato d'animo",742_2E_9,"['sentimento' 'emozione' ""stato d'animo"" 'cosa astratta' 'paura'
 'paura di morire' 'paura di morire ucciso'
 'paura di morire ucciso da qualcosa']","['sentimento' 'cosa astratta' 'paura' 'paura di morire'
 'paura di morire ucciso' 'paura di morire ucciso da qualcosa']",['B-' 'O' 'O' 'B-' 'B-' 'B-' 'B-' 'B-'],di morire|||paura di morire___di morire ucciso|||paura di morire ucciso___di morire ucciso da qualcosa|||paura di morire ucciso da qualcosa___
2140,2F_20,lavoro,di italiano,insegnante,,2140_2F_20,['lavoro' 'insegnante' 'insegnante di italiano'],['lavoro' 'insegnante' 'insegnante di italiano'],['B-' 'B-' 'B-'],di italiano|||insegnante di italiano___
1197,1G_20,sentimento,,gioia,,1197_1G_20,['sentimento' 'gioia'],['sentimento' 'gioia'],['B-' 'B-'],
1835,5D_22,sensazione,"di scegliere, di esprimere la propria opinione, di credere in chi vuole",libertà,"di esprimere la propria opinione, di credere in chi vuole",1835_5D_22,"['sensazione' 'libertà' 'libertà di scegliere'
 'libertà di esprimere la propria opinione'
 'libertà di credere in chi vuole']",['sensazione' 'libertà' 'libertà di scegliere'],['B-' 'B-' 'B-' 'O' 'O'],di scegliere|||libertà di scegliere___di esprimere la propria opinione|||libertà di esprimere la propria opinione___di credere in chi vuole|||libertà di credere in chi vuole___
1476,3B_6,"professione, mestiere, lavoro",professore,insegnante,mestiere,1476_3B_6,['professione' 'mestiere' 'lavoro' 'insegnante' 'professore'],['professione' 'lavoro' 'insegnante' 'professore'],['B-' 'O' 'B-' 'B-' 'B-'],
2089,2F_17,"una persona, un essere vivente, entità",autista di un taxi,autista,,2089_2F_17,['una persona' 'un essere vivente' 'entità' 'autista' 'autista di un taxi'],['una persona' 'un essere vivente' 'entità' 'autista' 'autista di un taxi'],['B-' 'B-' 'B-' 'B-' 'B-'],
1384,1D_11,"emozione, stato d'animo, cosa astratta",impulsiva,rabbia,stato d'animo,1384_1D_11,"['emozione' ""stato d'animo"" 'cosa astratta' 'rabbia' 'impulsiva']",['emozione' 'cosa astratta' 'rabbia' 'impulsiva'],['B-' 'O' 'B-' 'B-' 'B-'],
2125,5D_3,furbo,"intelligenza, demenza",mente,"furbo, intelligenza, demenza",2125_5D_3,['furbo' 'mente' 'intelligenza' 'demenza'],['mente'],['O' 'B-' 'O' 'O'],
533,5B_16,"lavoro, concetto concreto ","di sostegno, alessia",insegnante,concetto concreto,533_5B_16,"['lavoro' 'concetto concreto ' 'insegnante' 'insegnante di sostegno'
 'alessia']","['lavoro' 'concetto concreto ' 'insegnante' 'insegnante di sostegno'
 'alessia']",['B-' 'B-' 'B-' 'B-' 'B-'],di sostegno|||insegnante di sostegno___
1526,5D_1,,,insegnante,,1526_5D_1,[' insegnante'],[' insegnante'],['B-'],
1678,3C_13,,,libertà,,1678_3C_13,[' libertà'],[' libertà'],['B-'],
1333,5D_10,emozione,,gioia,,1333_5D_10,['emozione' 'gioia'],['emozione' 'gioia'],['B-' 'B-'],
1166,3C_10,"dolce, alimento, cibo, sostanza, oggetto",torta alle fragole,torta,oggetto,1166_3C_10,"['dolce' 'alimento' 'cibo' 'sostanza' 'oggetto' 'torta'
 'torta alle fragole']",['dolce' 'alimento' 'cibo' 'sostanza' 'torta' 'torta alle fragole'],['B-' 'B-' 'B-' 'B-' 'O' 'B-' 'B-'],
1148,5D_19,"cosa, plastica",,giocattolo,plastica,1148_5D_19,['cosa' 'plastica' 'giocattolo'],['cosa' 'giocattolo'],['B-' 'O' 'B-'],
498,5B_14,"fenomeno naturale, cosa astratta",nevoso,tempo,cosa astratta,498_5B_14,['fenomeno naturale' 'cosa astratta' 'tempo' 'nevoso'],['fenomeno naturale' 'tempo' 'nevoso'],['B-' 'O' 'B-' 'B-'],
688,2E_6,"alimento freddo, cibo, entità ",al gelato,torta,,688_2E_6,['alimento freddo' 'cibo' 'entità ' 'torta' 'al gelato'],['alimento freddo' 'cibo' 'entità ' 'torta' 'al gelato'],['B-' 'B-' 'B-' 'B-' 'B-'],
833,2E_21,"quadrupede, mammifero, animale, essere vivente","bianco, nero, albino",cavallo,nero,833_2E_21,"['quadrupede' 'mammifero' 'animale' 'essere vivente' 'cavallo' 'bianco'
 'nero' 'albino']","['quadrupede' 'mammifero' 'animale' 'essere vivente' 'cavallo' 'bianco'
 'albino']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'O' 'B-'],
1514,1D_19,cosa astratta,,sogno,,1514_1D_19,['cosa astratta' 'sogno'],['cosa astratta' 'sogno'],['B-' 'B-'],
861,2F_23,"animale quadrupede, essere vivente, mammifero",pony,cavallo,mammifero,861_2F_23,['animale quadrupede' 'essere vivente' 'mammifero' 'cavallo' 'pony'],['animale quadrupede' 'essere vivente' 'cavallo' 'pony'],['B-' 'B-' 'O' 'B-' 'B-'],
615,1G_20,"mestiere, persona, mammifero, essere vivente",,badante,"persona, mammifero, essere vivente",615_1G_20,['mestiere' 'persona' 'mammifero' 'essere vivente' 'badante'],['mestiere' 'badante'],['B-' 'O' 'O' 'O' 'B-'],
1420,1D_13,"emozione, sentimento",claustrofobia ,paura,sentimento,1420_1D_13,['emozione' 'sentimento' 'paura' 'claustrofobia'],['emozione' 'paura' 'claustrofobia'],['B-' 'O' 'B-' 'B-'],
289,2F_8,"mezzo di trasporto, essere vivente, persona, mammifero","taxista, uber",autista,"mezzo di trasporto, persona, mammifero",289_2F_8,"['mezzo di trasporto' 'essere vivente' 'persona' 'mammifero' 'autista'
 'taxista' 'uber']",['essere vivente' 'autista' 'taxista' 'uber'],['O' 'B-' 'O' 'O' 'B-' 'B-' 'B-'],
1493,1D_18,"oggetto, divertimento","pupazzo, orsacchiotto",giocattolo,divertimento,1493_1D_18,['oggetto' 'divertimento' 'giocattolo' 'pupazzo' 'orsacchiotto'],['oggetto' 'giocattolo' 'pupazzo' 'orsacchiotto'],['B-' 'O' 'B-' 'B-' 'B-'],
1082,3C_5,parte del corpo,malata,mente,parte del corpo ,1082_3C_5,['parte del corpo' 'mente' 'malata'],['parte del corpo' 'mente' 'malata'],['B-' 'B-' 'B-'],
1865,5D_24,"mezzo di trasporto, elettrodomestico, tencologia, scienza",,automobile,"elettrodomestico, tencologia, scienza",1865_5D_24,"['mezzo di trasporto' 'elettrodomestico' 'tencologia' 'scienza'
 'automobile']",['mezzo di trasporto' 'automobile'],['B-' 'O' 'O' 'O' 'B-'],
1577,1D_23,"lavoro, guadagno",ortopedico,medico,guadagno,1577_1D_23,['lavoro' 'guadagno' 'medico' 'ortopedico'],['lavoro' 'medico' 'ortopedico'],['B-' 'O' 'B-' 'B-'],
403,5B_8,"lavoro, dovere, una cosa brutta",silvia ,insegnante,una cosa brutta,403_5B_8,['lavoro' 'dovere' 'una cosa brutta' 'insegnante' 'silvia'],['lavoro' 'dovere' 'insegnante' 'silvia'],['B-' 'B-' 'O' 'B-' 'B-'],
801,1G_13,"mammifero, animale, essere vivente","pony, stallone",cavallo,stallone,801_1G_13,['mammifero' 'animale' 'essere vivente' 'cavallo' 'pony' 'stallone'],['mammifero' 'animale' 'essere vivente' 'cavallo' 'pony'],['B-' 'B-' 'B-' 'B-' 'B-' 'O'],
2273,3C_15,"passatempo, hobby","gioco da tavolo, gioco dell'oca",giocattolo,"passatempo, hobby",2273_3C_15,"['passatempo' 'hobby' 'giocattolo' 'gioco da tavolo' ""gioco dell'oca""]","['giocattolo' 'gioco da tavolo' ""gioco dell'oca""]",['O' 'O' 'B-' 'B-' 'B-'],
1074,3C_5,"realtà invertita, realtà",sogno inconscio,sogno,"realtà invertita, realtà",1074_3C_5,['realtà invertita' 'realtà' 'sogno' 'sogno inconscio'],['sogno' 'sogno inconscio'],['O' 'O' 'B-' 'B-'],
2284,5B_12,"sentimento, emozione",,paura,emozione,2284_5B_12,['sentimento' 'emozione' 'paura'],['sentimento' 'paura'],['B-' 'O' 'B-'],
1444,2F_24,,"prof, Di Lallo",insegnante,,1444_2F_24,[' insegnante' 'prof' 'Di Lallo'],[' insegnante' 'prof' 'Di Lallo'],['B-' 'B-' 'B-'],
2175,2F_23,"mestiere, impiego, lavoro, dovere","di scuola, di matematica",insegnante,"lavoro, dovere",2175_2F_23,"['mestiere' 'impiego' 'lavoro' 'dovere' 'insegnante'
 'insegnante di scuola' 'insegnante di matematica']","['mestiere' 'impiego' 'insegnante' 'insegnante di scuola'
 'insegnante di matematica']",['B-' 'B-' 'O' 'O' 'B-' 'B-' 'B-'],di scuola|||insegnante di scuola___di matematica|||insegnante di matematica___
2290,5B_18,"emozione, sentimento, cosa astratta",incubi,paura,"sentimento, incubi",2290_5B_18,['emozione' 'sentimento' 'cosa astratta' 'paura' 'incubi'],['emozione' 'cosa astratta' 'paura'],['B-' 'O' 'B-' 'B-' 'O'],
966,2E_23,"alimento caldo o freddo, cibo, dolce, alimento, nutrimento","semifreddo, cheesecake, ai frutti di bosco",torta,dolce ,966_2E_23,"['alimento caldo o freddo' 'cibo' 'dolce' 'alimento' 'nutrimento' 'torta'
 'semifreddo' 'cheesecake' 'cheesecake ai frutti di bosco']","['alimento caldo o freddo' 'cibo' 'dolce' 'alimento' 'nutrimento' 'torta'
 'semifreddo' 'cheesecake' 'cheesecake ai frutti di bosco']",['B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-' 'B-'],ai frutti di bosco|||cheesecake ai frutti di bosco___
1402,1D_12,"sentimento, emozione, mente, parte del cervello, parte del corpo, entità",abbraccio,affetto,"emozione, mente, parte del cervello, parte del corpo, abbraccio",1402_1D_12,"['sentimento' 'emozione' 'mente' 'parte del cervello' 'parte del corpo'
 'entità' 'affetto' 'abbraccio']",['sentimento' 'entità' 'affetto'],['B-' 'O' 'O' 'O' 'O' 'B-' 'B-' 'O'],
2309,5D_16,"emozione, sentimento",solitudine,paura,sentimento,2309_5D_16,['emozione' 'sentimento' 'paura' 'solitudine'],['emozione' 'paura' 'solitudine'],['B-' 'O' 'B-' 'B-'],
685,3B_16,"lavoratore, umano, regno animale, bipede, pluricellulare, essere vivente",babysitter,badante,"regno animale, babysitter",685_3B_16,"['lavoratore' 'umano' 'regno animale' 'bipede' 'pluricellulare'
 'essere vivente' 'badante' 'babysitter']",['lavoratore' 'umano' 'bipede' 'pluricellulare' 'essere vivente' 'badante'],['B-' 'B-' 'O' 'B-' 'B-' 'B-' 'B-' 'O'],
1263,1D_4,"dolce, cibo, alimento",al mascarpone,torta,,1263_1D_4,['dolce' 'cibo' 'alimento' 'torta' 'al mascarpone'],['dolce' 'cibo' 'alimento' 'torta' 'al mascarpone'],['B-' 'B-' 'B-' 'B-' 'B-'],
1644,5D_6,"ruolo, entità",silvia,insegnante,,1644_5D_6,['ruolo' 'entità' 'insegnante' 'silvia'],['ruolo' 'entità' 'insegnante' 'silvia'],['B-' 'B-' 'B-' 'B-'],
739,2E_9,"occupazione, lavoro, persona, essere vivente, entità","medicina interna, medicina interna sui tumori, medicia interna sui tumori al cervello",medico,"lavoro, persona, essere vivente",739_2E_9,"['occupazione' 'lavoro' 'persona' 'essere vivente' 'entità' 'medico'
 'medicina interna' 'medicina interna sui tumori'
 'medicia interna sui tumori al cervello']","['occupazione' 'entità' 'medico' 'medicina interna'
 'medicina interna sui tumori' 'medicia interna sui tumori al cervello']",['B-' 'O' 'O' 'O' 'B-' 'B-' 'B-' 'B-' 'B-'],
1023,2E_18,"passatempo, strumento, oggetto","componibile, pezzi, lego",giocattolo,"passatempo, strumento, pezzi",1023_2E_18,"['passatempo' 'strumento' 'oggetto' 'giocattolo' 'componibile' 'pezzi'
 'lego']",['oggetto' 'giocattolo' 'componibile' 'lego'],['O' 'O' 'B-' 'B-' 'B-' 'O' 'B-'],
877,3B_14,"mammifero, animale, essere vivente, quadrupede, pluricellulare",pony,cavallo,"quadrupede, pluricellulare",877_3B_14,"['mammifero' 'animale' 'essere vivente' 'quadrupede' 'pluricellulare'
 'cavallo' 'pony']",['mammifero' 'animale' 'essere vivente' 'cavallo' 'pony'],['B-' 'B-' 'B-' 'O' 'O' 'B-' 'B-'],
703,2E_7,"insegnamento, lavoro","insegnante di motoria, ginnastica, attività",insegnante,"insegnamento, attività",703_2E_7,"['insegnamento' 'lavoro' 'insegnante' 'insegnante di motoria' 'ginnastica'
 'attività']",['lavoro' 'insegnante' 'insegnante di motoria' 'ginnastica'],['O' 'B-' 'B-' 'B-' 'B-' 'O'],
2008,2F_11,"vita parallela, cosa astratta",incubo,sogno,vita parallela,2008_2F_11,['vita parallela' 'cosa astratta' 'sogno' 'incubo'],['cosa astratta' 'sogno' 'incubo'],['O' 'B-' 'B-' 'B-'],
2231,2F_26,"immaginazione, pensiero, perdersi, pensare",vita astratta,sogno,"perdersi, pensare, vita astratta",2231_2F_26,['immaginazione' 'pensiero' 'perdersi' 'pensare' 'sogno' 'vita astratta'],['immaginazione' 'pensiero' 'sogno'],['B-' 'B-' 'O' 'O' 'B-' 'O'],
167,5B_7,"amore, emozione, sentimento, modo di sentirsi",abbraccio,affetto,"amore, sentimento, abbraccio",167_5B_7,['amore' 'emozione' 'sentimento' 'modo di sentirsi' 'affetto' 'abbraccio'],['emozione' 'modo di sentirsi' 'affetto'],['O' 'B-' 'O' 'B-' 'B-' 'O'],
1118,3C_7,"mestiere, lavoro",camice bianco,medico,camice bianco,1118_3C_7,['mestiere' 'lavoro' 'medico' 'camice bianco'],['mestiere' 'lavoro' 'medico'],['B-' 'B-' 'B-' 'O'],
1486,3C_15,"professione, lavoro, compito",di italiano,insegnante,compito,1486_3C_15,['professione' 'lavoro' 'compito' 'insegnante' 'insegnante di italiano'],['professione' 'lavoro' 'insegnante' 'insegnante di italiano'],['B-' 'B-' 'O' 'B-' 'B-'],di italiano|||insegnante di italiano___
1745,1D_10,mestiere,"medicina, cura",medico,"medicina, cura",1745_1D_10,['mestiere' 'medico' 'medicina' 'cura'],['mestiere' 'medico'],['B-' 'B-' 'O' 'O'],
